OBJECTID,ID,LENGTH,DIR,LINKNUM,ANODE,BNODE,LINKNAME,RIVERNAME,AMILE,BMILE,LENGTH1,LENGTH_SRC,SHAPE_SRC,LINKTYPE,CTRL_DEPTH,WATERWAY,GEO_CLASS,FUNC_CLASS,WTWY_TYPE,CHART_ID,NUM_PAIRS,WHO_MOD,DATE_MOD,HEADING,STATE,FIPS,FIPS2,NON_US,SE_ANNO_CAD_DATA,KEY_ID,WTWY_UNIQ,MIN_MEAS,MAX_MEAS,SHAPE_Length
5523,266871,0.335866,0,5220000,522100,522000,OPEKISKA LOCK & DAM,MONONGAHELA RIVER,115.5,115.3,0.19,V, ,LOCK,9,2077,I,S,12, ,2,V,07071998,N,WV,54,00, ,,5220000_2077-R1-1,2077-R1-1,113.18936345,113.55257,0.00582715505320216
5524,81921,15.530251,0,266130,296630,1870,"MATAGORDA SHIP CH, TX",MATAGORDA SHIP CHANNEL,37.7,0,15.52999973,V,DD,CORPS,36,2410,I,B,1,11316,2,V,03211996,E,TX,48,00, ,,266130_2410-R1-1001,2410-R1-1001,3.69199133,18.89827718,0.244533222155637
5525,233489,20.083097,0,202206,569000,568100,KENTUCKY RIVER,KENTUCKY RIVER,220.8,201.1,20.07999992,V, ,CORPS,9,2334,I,S,6, ,71,V,12231996,W,KY,21,00, ,,202206_2334-R1-1,2334-R1-1,198.45146419,217.87130375,0.327264613818827
5526,37322,17.883551,0,806700,50870,50860,"TAIYA INLET, AK",TAIYA INLET,12,0,17.87999916,V,DD,CORPS,30,4861,I,B,1,0,4,H,08301996,S,AK,02,00, ,,806700_4861-R5-1000,4861-R5-1000,0,17.87558769,0.282532751722201
5527,142325,116.734283,0,204420,500100,430,"ALABAMA - COOSA RIVERS, AL AND GA",ALABAMA RIVER,117.4,0,116.75,V,DD,CORPS,9,2197,I,S,6,0,206,H,08201996,S,AL,01,00, ,,204420_2197-R1-1,2197-R1-1,0,115.41001039,1.85169615069083
5528,150898,0.336432,0,5102000,300110,510200,JIM WOODRUFF LOCK & DAM,APALACHICOLA RIVER,106.4,106.2,0.30000001,V, ,LOCK,9,2212,I,S,12, ,2,V,09151998,S,FL,12,00, ,,5102000_2212-R1-1,2212-R1-1,99.13010774,99.48478553,0.00557467380488383
5529,192427,15.340543,0,231318,820,500871,ARKANSAS RIVER,ARKANSAS RIVER,309,292.9,15.26000023,V, ,CORPS,9,6101,I,S,6, ,16,V,01021997,E,AR,05,00, ,,231318_6101-R1-1,6101-R1-1,264.26474524,279.46458063,0.246728575865215
5530,81179,1.393311,0,2902600,296530,296550,"CH TO SEADRIFT, TX",SAN ANTONIO BAY,0,0,1.38999999,V,VR,VANDERBILT,-1,7586,I,S,8,11315,2, , ,E,TX,48,00, ,,2902600_7586-R1-1002,7586-R1-1002,0,1.3546751,0.0222804851769693
5531,138611,14.400179,0,307600,11120,3740,MOBILE BAY CHANNEL,MOBILE BAY,15,29.2,14.39999962,V,DD,CORPS,45,2000,I,B,1,11376,3,V,06181998,S,AL,01,00, ,,307600_2000-R1-1000,2000-R1-1000,11.49426584,25.89240567,0.209587552151034
5532,67364,58.755573,0,837800,57170,57160,"SKAGIT RIVER, WA",SKAGIT RIVER,58,0,58.75999832,V,DD,CORPS,19,4742,I,U,6,0,183,H,08291996,W,WA,53,00, ,,837800_4742-R3-1,4742-R3-1,0,90964.06220359,1.10365778910332
5533,138604,5.17354,0,307300,3740,3720,"GIW, MOBILE B,AL-NEW ORLEANS, LA",GULF INTRACOASTAL WATERWAY,134,128,5.17000008,V,JR,CORPS,15,6241,I,S,2,11376,2,R, ,W,AL,01,00, ,,307300_6241-R1-1000,6241-R1-1000,89.51997,94.49131234,0.0856874505802867
5534,47357,7.518475,0,2007900,56590,56670,"SAN PEDRO BAY, CA",SAN PEDRO BAY,0,0,7.51999998,V,VR,VANDERBILT,99,7534,O,D,3,18749,2,V A,01201997,S,XX,99,00,PC,,2007900_7534-R3-2,7534-R3-2,3.94202,11.38124,0.11448286008757
5535,150173,7.925541,0,311800,4210,4260,"GULF AT CARRABELLE, FLA",GULF DEEP WATER ACCESS,5,0,7.92999983,V,JR,CORPS,12,2742,O,D,8,11400,3,V A,01201997,S,XX,99,00,GM,,311800_2742-R1-1000,2742-R1-1000,0,7.9055169,0.116194209516815
5536,105059,14.592796,0,300200,2460,3020,GULF VIA TIGER PASS,GRAND-TIGRE PASS,0,0,14.59000015,V,DD,CORPS,14,2763,I,S,6,0,29,V,11251996,E,LA,22,00, ,,300200_2763-R1-1,2763-R1-1,0,14.30395451,0.223371291747946
5537,261738,30.915297,0,201920,545000,100,"KANAWHA RIVER, WV",KANAWHA RIVER,31.2,0,30.92000008,V,DD,CORPS,9,2027,I,S,6, ,75,V,12231996,N,WV,54,00, ,,201920_2027-R1-1,2027-R1-1,0,30.33320079,0.509337244235524
5538,140788,10.542424,0,2722500,271980,3890,"PERDIDO BAY, FLA",PERDIDO BAY,0,0,10.53999996,V,DD,VANDERBILT,-1,7364,I,S,1, ,6,V A,01201997,S,AL,01,12, ,,2722500_7364-R1-1,7364-R1-1,0,10.55564898,0.171476227088551
5539,45924,4.044654,0,864900,56310,56340,"PACIFIC SPINE, CA",SANTA BARBARA CHANNEL,4204,4192,4.03999996,V,JR,CORPS,99,9250,O,D,4,18720,2,V A,01201997,E,XX,99,00,PC,,864900_9250-R3-3,9250-R3-3,172.80794,176.65729,0.0697942153762966
5540,150242,5.775103,0,315200,5320,5330,GULF SHALLOW WATER SPINE,FLORIDA SHALLOW WATER SPINE,453,444,5.78000021,V,JR,CORPS,99,9152,I,B,5,11400,2,V A,01201997,E,FL,12,00, ,,315200_9152-R1-1000,9152-R1-1000,68.11338,73.64765,0.0963339276025616
5541,132489,10.125516,0,305200,3440,3530,"PASS CHRISTIAN HBR, MS",MISSISSIPPI SOUND,0,0,10.13000011,V,JR,CORPS,7,2207,I,S,1,11371,3,V,01311995,S,MS,28,00, ,,305200_2207-R1-1000,2207-R1-1000,0,10.04780668,0.151894368352071
5542,30806,13.761824,0,874600,50630,50980,"WHITTIER HARBOR, AK",WHITTIER HARBOR,0,0,13.76000023,V,DD,CORPS,22,4822,I,D,1,0,5,H,08301996,E,AK,02,00, ,,874600_4822-R5-1000,4822-R5-1000,0,13.83818641,0.374490654758297
5543,83464,6.590665,0,3008900,404100,510230,"BRAZOS RIVER, TX",BRAZOS RIVER,6.2,1.6,6.59000015,V,DD,VANDERBILT,12, ,I,S,6, ,11,V,08151999,S,TX,48,00, ,,3008900_NA-R1-1,NA-R1-1,0,6.58320585,0.0985492684527054
5544,106173,3.600858,0,241600,510290,1420,"GIW, MISS. R, LA-SABINE R, TX",GULF INTRACOASTAL WATERWAY,162.8,166.5,3.58999991,V,DD,CORPS,12,6242,I,S,2,11345,2,H,08131996,W,LA,22,00, ,,241600_6242-R1-1,6242-R1-1,96.37686149,100.50606,0.0671265334164829
5545,219194,25.389423,0,220659,500410,500401,"MISSISSIPPI RIVER, MN TO MO R",MISSISSIPPI RIVER,482.8,457.3,25.29000092,V, ,CORPS,9,6080,I,S,6, ,27,V,12301996,W,IL,17,19, ,,220659_6080-R1-1,6080-R1-1,259.79162,284.54472764,0.478163559916682
5546,131482,3.410521,0,302600,3260,22900,"BAYOU LA LOUTRE,ST.MALO,YSCLOSKEY",BAYOU LA LOUTRE,9,12,3.41000009,V,JR,CORPS,8,2054,I,S,1,11364,7,R, ,E,LA,22,00, ,,302600_2054-R1-1,2054-R1-1,14.56166223,17.88339509,0.0565417211058012
5547,64971,5.325372,0,2122000,212570,212500,"PREVOST PASSAGE, BC",PREVOST PASSAGE,0,0,5.32999992,V,VR,VANDERBILT,-1,7660,I,B,1,18400,3,V A,01201997,E,XX,99,00,CD,,2122000_7660-R3-1,7660-R3-1,0,8239.12120981,0.106876327776888
5548,81259,0.637252,0,2968400,296760,296740,"PT LAVACA CH, TX",PORT LAVACA CHANNEL,0,0,0.63,V,VR,VANDERBILT,12,7442,I,B,1,11316,2,V A,03281996,E,TX,48,00, ,,2968400_7442-R1-1000,7442-R1-1000,0,0.61884631,0.0102260504947042
5549,47829,0.515864,0,2005300,200880,200540,"SOUTHEAST BASIN-SAN PEDRO BAY, CA",SOUTHEAST BASIN,0,0,0.50999999,V,DD,VANDERBILT,-1,7543,I,B,1,18749,3,V A,01201997,W,CA,06,00, ,,2005300_7543-R3-1,7543-R3-1,0,0.6042027,0.0104763844008724
5550,56514,0.792813,0,847800,54520,54470,COLUMBIA & LWR WILLAMETTE R BLW VAN,COLUMBIA RIVER,102.2,101.2,0.79000002,V,CM,CORPS,40,8604,I,B,6,18524,3,V A,01201997,W,OR,41,53, ,,847800_8604-R3-1,8604-R3-1,94.35169719,95.1355105,0.0146463398907173
5551,80460,7.184348,0,322050,296420,291510,GULF DEEP WATER SPINE ACCESS,GULF DEEP WATER ACCESS,37,16.7,7.17999983,V,JR,CORPS,99,9151,O,D,3,11309,2,V A,01201997,E,XX,99,00,GM,,322050_9151-R1-1004,9151-R1-1004,0,6.99587729,0.114359783059099
5552,14773,3.028038,0,899600,58010,58030,"KAUAI ISLAND, HI SPINE",KAUAI DEEP WATER LOOP,38,40,3.02999997,V,JR,CORPS,99,9264,O,D,5,0,2,V A,01201997,W,XX,99,00,PC,,899600_9264-R6-1000,9264-R6-1000,0,3.0528,0.0471013003541109
5553,92831,0.973307,0,242720,293510,293520,"PHOENIX LAKE, TX",SABINE RIVER,45,46,0.97000003,V,JR,CORPS,30,2394,I,B,6,11331,5,V A,01201997,N,LA,22,48, ,,242720_2394-R1-2,2394-R1-2,0,1.08400732,0.0159250031130627
5554,138710,0.295982,0,313500,3940,3870,"GULF AT BON SECOUR, AL",BON SECOUR RIVER,0,0,0.28999999,V,JR,CORPS,11,2730,I,S,6,11378,2,V,10251994,E,AL,01,00, ,,313500_2730-R1-1000,2730-R1-1000,0,0.28348419,0.00494702030114121
5555,86887,0.500049,0,207630,299100,299070,"HOUSTON SHIP CH, TX",HOUSTON SHIP CHANNEL,51,50.45,0.5,V,JR,CORPS,45,2012,I,B,6,11329,2,V,01051998,S,TX,48,00, ,,207630_2012-R1-1,2012-R1-1,14.21357131,14.71795,0.007792233959215
5556,103819,1.30074,0,2806400,280530,280520,LAKE MECHANT,LAKE MECHANT,0,0,1.29999995,V,VR,VANDERBILT,-1,7271,I,B,6,11352,2,R, ,S,LA,22,00, ,,2806400_7271-R1-1,7271-R1-1,0.96645526,2.23230538,0.0193634848589672
5557,40032,31.242403,0,856400,55400,55490,"PACIFIC SPINE, CA",PACIFIC DEEP WATER SPINE,4603,4580,31.23999977,V,JR,CORPS,99,9250,O,D,5,18640,2,V A,01201997,S,XX,99,00,PC,,856400_9250-R3-4,9250-R3-4,323.556,354.16613,0.499635006880016
5558,138824,3.033339,0,313800,3910,4380,"GULF VIA PERDIDO PASS CHANNEL,AL",GULF DEEP WATER ACCESS,0,0,3.02999997,V,DD,CORPS,6,2789,O,U,5,11382,3,V A,01201997,S,XX,99,00,GM,,313800_2789-R1-1000,2789-R1-1000,0,3.01853022,0.0448365994140546
5559,47924,4.1731,0,874420,200910,56590,"ALAMITOS BAY, CA",SAN PEDRO BAY,0,0,4.84000015,V,DN,CORPS,37,4443,I,D,5,0,4,V A,01201997,W,CA,06,00, ,,874420_4443-R3-1,4443-R3-1,0,4.00644,0.0699115966266897
5560,45893,9.984239,0,864400,56290,56280,"PACIFIC DEEP WATER SPINE ACCESS, C",SANTA BARBARA CHANNEL ACCESS,51,0,9.97999954,V,JR,CORPS,76,9236,O,D,5,18720,2,V A,01201997,S,XX,99,00,PC,,864400_9236-R3-19,9236-R3-19,0,15993.2439012,0.14779680104788
5561,36626,32.145302,0,805400,50670,50660,"PERIL STRAIT, AK",PERIL STRAIT,45,15,32.15000153,V,DD,CORPS,40,4789,I,B,1,0,5,H,08301996,W,AK,02,00, ,,805400_4789-R5-1000,4789-R5-1000,0,31.66947746,0.799750381925904
5562,15400,54.663525,0,891700,57470,57460,"PUAKO BAY, HI",KAWAIHAE BAY,0,41,54.65999985,V,JR,CORPS,35,4408,I,D,1,0,2,R, ,W,HI,15,00, ,,891700_4408-R6-1000,4408-R6-1000,0,54.83152815,0.837319808324501
5563,105893,0.869493,0,272100,2490,2500,"MISS R,N ORLEANS, LA HEAD OF PASSES",MISSISSIPPI RIVER,1.5,0,0.86000001,V,JR,CORPS,45,6032,I,B,6,11361,2,R, ,S,LA,22,00, ,,272100_6032-R1-1,6032-R1-1,0,0.73522768,0.0109977470875456
5564,215595,1.463407,0,205201,2670,590100,"TENNESSEE RIVER, TN, AL AND KY",TENNESSEE RIVER,23.9,22.5,1.46000004,V, ,CORPS,9,2049,I,S,6, ,3,V,12261996,W,KY,21,00, ,,205201_2049-R1-1,2049-R1-1,20.07065,22.05494826,0.0325771325675355
5565,40618,3.617042,0,855100,55390,55380,"KLAMATH RIVER, CA",KLAMATH RIVER,31,0,3.61999989,V,DD,CORPS,12,4391,I,S,6,18600,11,H,08281996,W,CA,06,00, ,,855100_4391-R3-1,4391-R3-1,0,4848.60570925,0.0523829054536279
5566,89972,0.108581,0,2942100,294200,294180,"MITCHELL BAY, TX",MITCHELL BAY,0,0,0.1,V,VR,VANDERBILT,-1,7419,I,B,1,11329,2,R, ,W,TX,48,00, ,,2942100_7419-R1-1007,7419-R1-1007,0,0.105743,0.00172803440357259
5567,45968,4.491522,0,2011900,56370,201290,"SANTA BARBARA CHANNEL, CA",SANTA BARBARA CHANNEL ACCESS,0,0,4.48999977,V,VR,VANDERBILT,-1,7537,O,D,5,18720,2,V A,01201997,W,XX,99,00,PC,,2011900_7537-R3-2,7537-R3-2,0,2.58936997,0.0470018075991416
5568,63019,3.340159,0,841600,510521,53800,"LAKE WASHINGTON SKIP CANAL, WA",SHILSHOLE BAY,1.43,0,1.42999995,V,JR,CORPS,34,4724,I,B,1,0,4,w,03052013,W,WA,53,00, ,,841600_4724-R3-1,4724-R3-1,0,3.18607,0.0676118626078617
5569,15518,19.76413,0,893400,57600,57620,"MAUI ISLAND, HI SPINE",ALALAKEIKI CHANNEL,0,17,19.76000023,V,JR,CORPS,99,9256,O,D,5,0,2,V A,01201997,N,XX,99,00,PC,,893400_9256-R6-1000,9256-R6-1000,0,173.4909663,2.6071938278999
5570,190963,11.255728,0,231818,301200,500921,VERDIGRIS RIVER,VERDIGRIS RIVER,433,421.7,11.25,V, ,CORPS,9,6106,I,S,6, ,22,V,01021997,S,OK,40,00, ,,231818_6106-R1-1,6106-R1-1,26.06941967,37.18964537,0.176300170895059
5571,139652,2.880134,0,308100,3840,3830,"CHICKASAW CREEK, AL",CHICKASAW CREEK,6,3,2.88000011,V,DD,CORPS,25,2196,I,B,6,11376,8,V,06181998,S,AL,01,00, ,,308100_2196-R1-1,2196-R1-1,0,2.89087851,0.0440683243667997
5572,78296,0.921024,0,266931,295430,295470,"CORPUS CHRISTI SHIP CH, TX",CORPUS CHRISTI SHIP CHANNEL,28.4,27.5,0.93000001,V,DD,CORPS,45,2423,I,B,1,11311,3,H,08121996,E,TX,48,00, ,,266931_2423-R1-1000,2423-R1-1000,23.27073921,24.16530444,0.0147962770609021
5573,268976,1.95949,0,200400,60,50,"YOUGHIOGHENY RIVER, PA",YOUGHIOGHENY RIVER,2,0,1.96000004,V,DD,CORPS,12,2356,I,S,6,0,6,V,07071998,N,PA,42,00, ,,200400_2356-R1-1,2356-R1-1,0,2.56725641,0.0426819573422815
5574,47363,4.38881,0,867433,56590,201040,PACIFIC DEEP WTR SPINE ACCESS,SAN PEDRO CHANNEL ACCESS,51,20.7,4.38999987,V,JR,CORPS,76,9236,O,D,5,18749,2,V A,01201997,W,XX,99,00,PC,,867433_9236-R3-10,9236-R3-10,0,6816.6426474,0.0724940438478631
5575,72775,17.515635,0,800500,50580,50280,"PRINCE WALES IS. WEST SIDE, AK",BUCARELI BAY,126,106,17.52000046,V,DD,CORPS,40,4865,I,B,1,0,4,H,08301996,W,AK,02,00, ,,800500_4865-R5-1002,4865-R5-1002,0,17.1373251,0.402644807974611
5576,130335,4.13926,0,313710,11860,281980,"PEARL RIVER, MS AND LA",WEST PEARL RIVER,4,0,4.13999987,V,DD,CORPS,7,2210,I,S,6,11367,30,H,08091996,S,LA,22,00, ,,313710_2210-R1-1,2210-R1-1,2.61309208,6.9921067,0.0683277584270686
5577,136507,2.76912,0,308210,3780,499000,FOWL RIVER,FOWL RIVER,0,0,2.76999998,V,DD,CORPS,8,2092,I,B,6,11376,7,V,06181998,E,AL,01,00, ,,308210_2092-R1-1,2092-R1-1,0,2.7929566,0.0460629000655973
5578,62205,4.225446,0,2136000,213170,213180,"ELMO, WA",QUILCENE BAY,0,0,4.23000002,V,VR,VANDERBILT,-1,7691,I,B,1,18440,3,R, ,N,WA,53,00, ,,2136000_7691-R3-1,7691-R3-1,0,6661.87444049,0.07228690777608
5579,221108,0.353042,0,5006500,500651,500650,STARVED ROCK LOCK & DAM,ILLINOIS RIVER,231.1,230.9,0.28999999,V, ,LOCK,9,7701,I,S,12, ,3,V,09151998,W,IL,17,00, ,,5006500_7701-R1-1,7701-R1-1,226.68042,227.17363,0.00919343794535099
5580,65743,4.216431,0,836150,212210,212200,"ROSARIO ST,WA-GEORGIA ST SPINE, WA",ROSARIO STRAIT,7.3,5.7,4.21999979,V,JR,CORPS,50,4743,I,B,3,18400,2,V,02081995,S,WA,53,00, ,,836150_4743-R3-1,4743-R3-1,14.9915,19.2066,0.0612528823811407
5581,40773,5.193767,0,856800,55550,55540,"BAY TONS, SAN FRANCISCO, CA",SAN FRANCISCO BAY ENTRANCE,5.2,0,5.19000006,V,JR,CORPS,53,4301,I,B,4,18645,2,V,06181998,W,CA,06,00, ,,856800_4301-R3-1,4301-R3-1,0,4.96957,0.0903880860512428
5582,128931,5.761045,0,303100,3320,3040,"GIW, MOBILE B, AL-N. ORLEANS, LA",GULF INTRACOASTAL WATERWAY,14,9,5.76000023,V,DD,CORPS,36,6241,I,B,2,11369,5,V,03211996,W,LA,22,00, ,,303100_6241-R1-1,6241-R1-1,21.07758686,26.66889901,0.095844321921511
5583,65082,7.095557,0,2124100,212760,212750,"TRINOMALI CHANNEL, BC",TRINOMALI CHANNEL,0,0,7.0999999,V,VR,VANDERBILT,-1,7678,I,B,8,18400,2,V A,01201997,S,XX,99,00,CD,,2124100_7678-R3-1,7678-R3-1,8.24425,15.2029,0.124907455341898
5584,14767,12.91447,0,899800,58030,58110,"NIIHAU ISLAND, HI SPINE",KAUAI DEEP WATER LOOP,0,21,12.90999985,V,JR,CORPS,99,9265,O,D,5,0,2,V A,01201997,W,XX,99,00,PC,,899800_9265-R6-1000,9265-R6-1000,28.8579,41.87803584,0.200871498264472
5585,375003,7.178219,0,296000,7510,7500,"SAN JUAN HARBOR, PR",SAN JUAN HARBOR,11,0,7.17999983,V,JR,CORPS,40,2136,I,D,1,0,2,V A,01201997,S,PR,72,00, ,,296000_2136-R7-1000,2136-R7-1000,0,7.17837416,0.1043819419495
5586,116518,4.067357,0,269700,2220,2250,"OPEN WATER VIA BAYOU LECARPE,LA",BAYOU LECARPE,4,0,4.0999999,M,DD,CORPS,17,2820,I,D,5, ,18,W,06122001,W,LA,22,00, ,,269700_2820-R1-1,2820-R1-1,0,4.41846023,0.0710558284298251
5587,264763,2.943906,0,220700,14040,200,"ELK RIVER, WV","ELK RIVER, WV",3,0,3, ,DD,CORPS,9,2028,I,S,6, ,13,W,06172004,S,WV,54,00, ,,220700_2028-R1-1,2028-R1-1,0,2.88903249,0.0514068437123579
5588,39818,0.888455,0,857810,490000,55650, ,REDWOOD CITY HARBOR,0,0,0.88,V,DD,CORPS,5,4340,I,B,1,18651,5,V,06161998,N,CA,06,00, ,,857810_4340-R3-1,4340-R3-1,3.41363993,6866.21034111,0.0143253782343012
5589,85538,0.425338,0,2998500,298150,299850,"GALVESTON, TX",GALVESTON CHANNEL ACCESS,0,0,0.41999999,V,DD,VANDERBILT,-1,7401,I,B,1,11324,4,H,08121996,S,TX,48,00, ,,2998500_7401-R1-1005,7401-R1-1005,0,0.42248555,0.00659521734811297
5590,62358,9.857029,0,840200,53740,53720,"PUGET SOUND SPINE, WA",PUGET SOUND,94,84,9.85999966,V,JR,CORPS,50,4715,I,B,3,18440,3, , ,N,WA,53,00, ,,840200_4715-R3-1,4715-R3-1,5.33885,15.05129,0.163290766081949
5591,16139,4.264073,0,896700,57900,56950,"HONOLULU HARBOR, OAHU, HI",HONOLULU HARBOR,0,40,4.26000023,V,DD,CORPS,35,4420,I,D,1,0,3,H,09031996,S,HI,15,00, ,,896700_4420-R6-1000,4420-R6-1000,0,4.38865338,0.0648756473950833
5592,24514,203.299133,0,824600,52360,52340,"YUKON RIVER, AK",YUKON RIVER,740,517,201.16000366,V,DD,CORPS,12,4860,I,S,6,0,86,H,09031996,W,AK,02,00, ,,824600_4860-R5-1,4860-R5-1,525.55227356,733.08181634,5.99347261971337
5593,131328,1.782018,0,272633,2440,280940,"WTWY FROM EMPIRE, LA TO GOM",ADAMS BAY,0,1.8,1.77999997,V,DD,CORPS,12,2072,I,S,9,11364,7,H,08091996,W,LA,22,00, ,,272633_2072-R1-1,2072-R1-1,0,1.80402955,0.0292405752673344
5594,77750,0.058821,0,2953100,295250,295260,"CORPUS CHRISTI, TX",CORPUS CHRISTI SHIP CHANNEL ACCESS,0,0,0.05,V,VR,VANDERBILT,-1,2414,I,B,1,11311,2,R, ,S,TX,48,00, ,,2953100_2414-R1-1041,2414-R1-1041,0,0.0583322,0.000882062581595509
5595,112998,27.479063,0,234700,1140,1130,"BAYOU GROSSE TETE, LA",BAYOU GROSSE TETE,31,0,27.47999954,V,DD,CORPS,5,2241,I,S,6, ,71,V,03201995,S,LA,22,00, ,,234700_2241-R1-1,2241-R1-1,0,27.86950013,0.437956354519333
5596,20629,2.169648,0,831400,52120,52140,"DILLINGHAM HARBOR, AK",DILLINGHAM HARBOR,0,0,2.17000008,V,DD,CORPS,15,4846,I,D,1,0,2,V,11251996,E,AK,02,00, ,,831400_4846-R5-1000,4846-R5-1000,0,2.16455345,0.042626553244355
5597,196548,185.805038,0,221310,590,300610,"MISSOURI RIVER, KANSAS CITY TO MOUT",MISSOURI RIVER,368,177,185.80999756,V,DD,CORPS,9,6474,I,S,6,0,190,H,08211996,E,MO,29,00, ,,221310_6474-R1-1,6474-R1-1,172.40408958,354.62724764,3.20641271691774
5598,106093,3.116937,0,2803500,2040,2000,"SCHOONER BAYOU CANAL, LA",SCHOONER BAYOU CANAL,0,0,3.11999989,V,DD,VANDERBILT,-1,7467,I,S,9,11345,12,H,08131996,E,LA,22,00, ,,2803500_7467-R1-1,7467-R1-1,0,3.1758086,0.0527696981749206
5599,242387,17.740088,0,220648,300380,500451,MISSISSIPPI RIVER,MISSISSIPPI RIVER,540.8,522.1,18.12999916,V, ,CORPS,9,6080,I,S,6, ,14,V,12301996,S,IL,17,19, ,,220648_6080-R1-1,6080-R1-1,323.6785597,343.25586075,0.3174105712398
5600,108601,2.69904,0,265600,21120,21070,LO-ATCHAFALAYA TO DEEP WATER,ATCHAFALAYA RIVER,8,5,2.70000005,V,DD,CORPS,20,2071,I,B,6,11352,5,W,08131996,S,LA,22,00, ,,265600_2071-R1-1,2071-R1-1,4.97920175,7.64354825,0.0408630987946091
5601,106020,12.209922,0,2818400,280820,280800,GULF OF MEXICO BY BLIND BAY,GULF DEEP WATER ACCESS,0,0,12.21000004,V,VR,VANDERBILT,-1,7482,O,U,5,11361,3,V A,01201997,W,XX,99,00,GM,,2818400_7482-R1-1001,7482-R1-1001,0,11.82327502,0.197601474694947
5602,139579,3.236367,0,307800,11150,11130,MOBILE BAY CHANNEL,MOBILE BAY,0,3,3.24000001,V,JR,CORPS,45,2000,I,B,1,11376,4,V,06181998,S,AL,01,00, ,,307800_2000-R1-1,2000-R1-1,0,3.26271656,0.0477821763284632
5603,103720,55.270779,0,2831500,280480,283100,GULF DEEP WATER SPINE ACCESS,GULF DEEP WATER ACCESS,0,0,55.27000046,V,VR,VANDERBILT,-1,9151,O,D,3,11340,4,V A,01201997,S,XX,99,00,GM,,2831500_9151-R1-1007,9151-R1-1007,82.69544,114.26694278,0.472294609354151
5604,46649,5.892622,0,2009300,56500,200470,"SANTA MONICA BAY, CA",SANTA MONICA BAY,0,0,5.88999987,V,VR,VANDERBILT,-1,7538,O,D,5,18740,2,V A,01201997,S,XX,99,00,PC,,2009300_7538-R3-1,7538-R3-1,8.90923,23790.52777916,0.0866907700808032
5605,132116,12.618366,0,285800,3090,1110,BAPTISTE COLL BYOU TO MISS GULF OUT,BRETON SOUND,13,0,12.61999989,V,JR,CORPS,20,2758,I,B,1,0,2, , ,E,LA,22,00, ,,285800_2758-R1-1000,2758-R1-1000,0,12.249764,0.202723156647424
5606,87499,0.498216,0,243030,3220,294840,"HOUSTON SHIP CH, TX",HOUSTON SHIP CHANNEL,47.5,47,0.49000001,V,DD,CORPS,45,2012,I,B,6,11329,4,V,02171998,E,TX,48,00, ,,243030_2012-R1-1,2012-R1-1,10.99151039,11.47657566,0.00816352609632575
5607,296240,9.397766,0,200228,508000,507100,"ALLEGHENY RIVER, PA IMPRVD PORTION",ALLEGHENY RIVER,62.1,52.7,9.56999969,V, ,CORPS,9,6529,I,S,6, ,19,V,12181996,W,PA,42,00, ,,200228_6529-R1-1,6529-R1-1,51.17266851,60.27609691,0.155125698010828
5608,54249,43.790543,0,850500,54800,54830,PACIFIC SPINE,PACIFIC DEEP WATER SPINE,5092,5049,43.79000092,V,JR,CORPS,99,9250,O,D,5,18520,2,V A,01201997,S,XX,99,00,PC,,850500_9250-R3-4,9250-R3-4,797.55178,841.31534,0.63752968850715
5609,118809,3.21369,0,229000,1120,14570,BATON ROUGE HARBOR,"BATON ROUGE HARBOR DEVIL'S SWAMP,LA",3,0,3.21000004,V, ,CORPS,12,2256,I,S,6, ,4,W,08262004,N,LA,22,00, ,,229000_2256-R1-1,2256-R1-1,0,2.56439707,0.0385228093439427
5610,17683,173.398651,0,822600,52160,52060,"KULUKAK, AK",BERING SEA ACCESS,0,173,173,V,JR,CORPS,18,4829,O,B,5,0,2,W,09262017,S,AK,02,00, ,,822600_4829-R5-1000,4829-R5-1000,0,172.6573252,3.24397236381537
5611,132134,78.483231,0,326600,3410,5230,GULF DEEP WATER SPINE ACCESS,GULF DEEP WATER ACCESS,41,0,78.48000336,V,JR,CORPS,99,9151,O,U,8,11371,10,V A,01201997,E,XX,99,00,GM,,326600_9151-R1-1022,9151-R1-1022,0,76.70732205,1.23314386543571
5612,94004,0.797119,0,242250,280080,280060,"GIW,MISS. R, LA TO SABINE R, TX",GULF INTRACOASTAL WATERWAY,240.2,241,0.79000002,V,JR,CORPS,12,6242,I,S,2,11345,3,R, ,W,LA,22,00, ,,242250_6242-R1-1,6242-R1-1,25.17118912,25.95818,0.0123658874875576
5613,241419,9.987134,0,220620,500480,300360,MISSISSIPPI RIVER,MISSISSIPPI RIVER,614.9,605,9.98999977,V,DD,CORPS,9,6080,I,S,6, ,13,V,12301996,S,IA,19,55, ,,220620_6080-R1-1,6080-R1-1,407.01278891,416.76077901,0.174492533587697
5614,129461,2.267407,0,301650,281270,281290,"LAKE PONTCHARTRAIN, LA",LAKE PONTCHARTRAIN,0,0,2.26999998,V,JR,CORPS,16,2050,I,B,1,11369,2,V,01311995,E,LA,22,00, ,,301650_2050-R1-1001,2050-R1-1001,0,2.17578,0.0376965845373176
5615,41426,5.134191,0,858700,55780,55610,"SAN PABLO BAY, CA",SAN PABLO BAY,7,0,5.13000011,V,JR,CORPS,45,4355,I,B,1,18640,2,R, ,W,CA,06,00, ,,858700_4355-R3-1,4355-R3-1,0,4.971,0.0858431079330088
