World Port Index Number,Region Name,Main Port Name,Alternate Port Name,UN/LOCODE,Country Code,World Water Body,Sailing Direction or Publication,Publication Link,Standard Nautical Chart,IHO S-57 Electronic Navigational Chart,IHO S-101 Electronic Navigational Chart,Digital Nautical Chart,Tidal Range (m),Entrance Width (m),Channel Depth (m),Anchorage Depth (m),Cargo Pier Depth (m),Oil Terminal Depth (m),Liquified Natural Gas Terminal Depth (m),Maximum Vessel Length (m),Maximum Vessel Beam (m),Maximum Vessel Draft (m),Offshore Maximum Vessel Length (m),Offshore Maximum Vessel Beam (m),Offshore Maximum Vessel Draft (m),Harbor Size,Harbor Type,Harbor Use,Shelter Afforded,Entrance Restriction - Tide,Entrance Restriction - Heavy Swell,Entrance Restriction - Ice,Entrance Restriction - Other,Overhead Limits,Underkeel Clearance Management System,Good Holding Ground,Turning Area,Port Security,Estimated Time of Arrival Message,Quarantine - Pratique,Quarantine - Sanitation,Quarantine - Other,Traffic Separation Scheme,Vessel Traffic Service,First Port of Entry,US Representative,Pilotage - Compulsory,Pilotage - Available,Pilotage - Local Assistance,Pilotage - Advisable,Tugs - Salvage,Tugs - Assistance,Communications - Telephone,Communications - Telefax,Communications - Radio,Communications - Radiotelephone,Communications - Airport,Communications - Rail,Search and Rescue,NAVAREA,Facilities - Wharves,Facilities - Anchorage,Facilities - Dangerous Cargo Anchorage,Facilities - Med Mooring,Facilities - Beach Mooring,Facilities - Ice Mooring,Facilities - Ro-Ro,Facilities - Solid Bulk,Facilities - Liquid Bulk,Facilities - Container,Facilities - Breakbulk,Facilities - Oil Terminal,Facilities - LNG Terminal,Facilities - Other,Medical Facilities,Garbage Disposal,Chemical Holding Tank Disposal,Degaussing,Dirty Ballast Disposal,Cranes - Fixed,Cranes - Mobile,Cranes - Floating,Cranes - Container,Lifts - 100+ Tons,Lifts - 50-100 Tons,Lifts - 25-49 Tons,Lifts - 0-24 Tons,Services - Longshoremen,Services - Electricity,Services - Steam,Services - Navigation Equipment,Services - Electrical Repair,Services - Ice Breaking,Services - Diving,Supplies - Provisions,Supplies - Potable Water,Supplies - Fuel Oil,Supplies - Diesel Oil,Supplies - Aviation Fuel,Supplies - Deck,Supplies - Engine,Repairs,Dry Dock,Railway,Latitude,Longitude
23525,Norway -- 20620,Stusvik, , ,Norway,North Sea; North Atlantic Ocean,Sailing Directions Pub. 182 (Enroute) - North and West Coasts of Norway,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub182bk.pdf&type=view,43360, , ,"coa21f, gen21a",0,0,0,6.4,6.4,0,0,0,0,0,0,0,0,Very Small,Coastal (Breakwater),Unknown,Fair,No,Yes,No,No,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,I,Yes,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,58.00444444,7.034166667
23485,Norway -- 20620,Skudeneshavn, ,NO SKU,Norway,North Sea; North Atlantic Ocean,Sailing Directions Pub. 182 (Enroute) - North and West Coasts of Norway,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub182bk.pdf&type=view,43341, , ,"a2123480, coa21f, gen21a",0,0,6.4,4.9,4.9,6.4,0,0,0,0,0,0,0,Very Small,Coastal (Breakwater),Unknown,Good,No,No,No,No,No,Unknown,Yes,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Yes,No,Unknown,Yes,Unknown,Yes,Unknown,Yes,Yes,Yes,Yes,Unknown,Yes,Unknown,Unknown,I,Yes,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Limited,Unknown,Small,59.14333333,5.258333333
21670,Norway -- 20620,Sortland, ,NO SLX,Norway,Norwegian Sea; North Atlantic Ocean,Sailing Directions Pub. 182 (Enroute) - North and West Coasts of Norway,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub182bk.pdf&type=view,43140, , ,"coa22h, gen22c",0,0,9.4,0,4.9,4.9,0,0,0,7.5,0,0,0,Very Small,Coastal (Natural),Unknown,Good,No,No,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,XIX,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,No,No,No,Yes,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,68.69694444,15.42194444
23680,Norway -- 20620,Skien, ,NO SKE,Norway,Skagerrak; North Atlantic Ocean,Sailing Directions Pub. 193 (Enroute) - Skagerrak and Kattegat,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub193bk.pdf&type=view, , , ,"coa21e, gen21a",1,0,6.4,17.1,6.4,0,0,0,0,0,0,0,0,Small,River (Natural),Unknown,Excellent,No,Yes,No,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Yes,Unknown,Unknown,Unknown,Yes,No,Yes,Yes,Unknown,Yes,No,Yes,Yes,Unknown,Unknown,Unknown,Yes,Yes,Unknown,I,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Yes,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Yes,Yes,Major,Small,Unknown,59.19972222,9.603611111
20930,Norway -- 20620,Sorvaer, ,NO SVR,Norway,Norwegian Sea; North Atlantic Ocean,Sailing Directions Pub. 182 (Enroute) - North and West Coasts of Norway,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub182bk.pdf&type=view,43100, , ,"coa22g, gen22c",0,0,11,4.9,3.4,0,0,0,0,0,0,0,0,Very Small,Coastal (Natural),Unknown,Poor,No,No,No,Yes,No,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,XIX,Yes,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70.62722222,21.96472222
21870,Norway -- 20620,Stamsund, ,NO SUZ,Norway,Norwegian Sea; North Atlantic Ocean,Sailing Directions Pub. 182 (Enroute) - North and West Coasts of Norway,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub182bk.pdf&type=view,"43150, 43160", , ,"coa22h, gen22c",0,0,4.9,17.1,6.4,0,0,0,0,6.1,0,0,0,Very Small,Coastal (Natural),Unknown,Fair,No,No,Yes,Yes,No,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,Unknown,Yes,Unknown,Yes,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,XIX,Yes,Yes,Unknown,Unknown,Yes,Unknown,Yes,No,No,No,Yes,Unknown,No,Unknown,Yes,Unknown,Unknown,Unknown,No,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Limited,Unknown,Small,68.12111111,13.84888889
22350,Norway -- 20620,Rognan, ,NO ROG,Norway,Norwegian Sea; North Atlantic Ocean,Sailing Directions Pub. 182 (Enroute) - North and West Coasts of Norway,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub182bk.pdf&type=view,"43150, 43160", , ,"coa22h, gen22c",0,0,0,20.1,3.4,0,0,0,0,0,0,0,0,Very Small,Coastal (Natural),Unknown,Excellent,No,No,No,Yes,No,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,XIX,Yes,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,67.10861111,15.39777778
23500,Norway -- 20620,Rekefjord, ,NO REK,Norway,North Sea; North Atlantic Ocean,Sailing Directions Pub. 182 (Enroute) - North and West Coasts of Norway,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub182bk.pdf&type=view,43360, , ,"a2123500, coa21f, gen21a",0,0,17.1,23.2,4.9,1.8,0,0,0,5.6,0,0,0,Very Small,River (Natural),Unknown,Good,No,No,No,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,I,Yes,Yes,Unknown,Unknown,Yes,Unknown,No,Yes,Yes,No,Yes,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,58.32583333,6.258333333
23487,Norway -- 20620,Tananger, ,NO TAE,Norway,North Sea; North Atlantic Ocean,Sailing Directions Pub. 182 (Enroute) - North and West Coasts of Norway,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub182bk.pdf&type=view,43342, , ,"a2123490, coa21f, gen21a",1,0,23.2,6.4,12.5,11,0,0,0,0,0,0,0,Very Small,Coastal (Breakwater),Unknown,Good,No,No,No,Yes,No,Unknown,Yes,Yes,Unknown,Yes,Unknown,Yes,Unknown,Unknown,Unknown,Yes,No,Yes,Yes,Unknown,Unknown,No,Yes,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,I,Yes,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Limited,Unknown,Unknown,58.93,5.570833333
23330,Norway -- 20620,Sagvag, , ,Norway,North Sea; North Atlantic Ocean,Sailing Directions Pub. 182 (Enroute) - North and West Coasts of Norway,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub182bk.pdf&type=view, , , ,"a2123330, coa21f, gen21a",0,0,7.9,9.4,11,0,0,0,0,0,0,0,0,Very Small,Coastal (Natural),Unknown,Good,Yes,Yes,No,Yes,No,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,I,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Limited,Unknown,Small,59.77166667,5.378888889
24280,Sweden -- 23860,Simrishamn, ,SE SIM,Sweden,Baltic Sea; North Atlantic Ocean,Sailing Directions Pub. 194 (Enroute) - Baltic Sea (Southern Part),https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub194bk.pdf&type=view,44120, , ,"a2229110, coa22p, gen22e",0,0,4.9,14,4.9,0,0,0,0,0,0,0,0,Small,Coastal (Tide Gates),Unknown,Fair,No,Yes,Yes,Yes,No,Unknown,Yes,Unknown,Unknown,Yes,Unknown,Yes,Unknown,Unknown,Unknown,No,No,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Yes,Unknown,Unknown,I,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,No,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Limited,Unknown,Unknown,55.55833333,14.35805556
62840,Russia -- 62530,Rabocheostrovsk,Kyem; Rabocheostrovk, ,Russia,White Sea; Barents Sea; Arctic Ocean,Sailing Directions Pub. 183 (Enroute) - North Coast of Russia,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub183bk.pdf&type=view,42640, , ,"coa22e, gen22a",5,0,4.9,6.4,9.4,4.9,0,0,0,0,0,0,0,Small,Coastal (Natural),Unknown,Fair,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Unknown,XX,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Limited,Unknown,Small,64.99166667,34.79527778
62810,Russia -- 62530,Severodvinsk,Molotovsk,RU SEW,Russia,White Sea; Barents Sea; Arctic Ocean,Sailing Directions Pub. 183 (Enroute) - North Coast of Russia,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub183bk.pdf&type=view,42620, , ,"coa22e, gen22a",2,0,7.9,9.4,9.4,7.9,0,0,0,0,0,0,0,Small,Coastal (Natural),Unknown,Fair,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Yes,Unknown,Unknown,Yes,Unknown,Yes,Yes,Yes,Yes,Unknown,Yes,Yes,Unknown,XX,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Yes,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,Major,Small,Unknown,64.57722222,39.77305556
62910,Russia -- 62530,Ostrovnoy Gremikha,Iokanga,RU GRH,Russia,Barents Sea; Arctic Ocean,Sailing Directions Pub. 183 (Enroute) - North Coast of Russia,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub183bk.pdf&type=view,42740, , ,"coa22d, gen22c",10,0,12.5,14,9.4,0,0,0,0,0,0,0,0,Small,Coastal (Natural),Unknown,Good,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,XX,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Limited,Medium,Unknown,68.05833333,39.52555556
62670,Russia -- 62530,Tiksi, ,RU IKS,Russia,Laptev Sea; Arctic Ocean,Sailing Directions Pub. 183 (Enroute) - North Coast of Russia,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub183bk.pdf&type=view, , , ,gen27a,1,0,6.4,6.4,6.4,1.8,0,0,0,0,0,0,0,Small,Coastal (Natural),Unknown,Fair,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Yes,Unknown,Unknown,XXI,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Limited,Unknown,Unknown,71.64444444,128.8905556
62635,Russia -- 62530,Port Beringovsky, ,RU BER,Russia,Anadyrskiy Zaliv; Bering Sea; North Pacific Ocean,Sailing Directions Pub. 155 (Enroute) - East Coast of Russia,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub155bk.pdf&type=view, , , ,"coa27f, gen27a",1,0,0,17.1,3.4,0,0,0,0,0,0,0,0, , ,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,XIII,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,63.06305556,179.3675
62695,Russia -- 62530,Port Dikson, ,RU DKS,Russia,Kara Sea; Arctic Ocean,Sailing Directions Pub. 183 (Enroute) - North Coast of Russia,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub183bk.pdf&type=view, , , ,gen22a,1,0,11,6.4,11,4.9,0,0,0,0,0,0,0,Very Small,Coastal (Natural),Unknown,Good,Unknown,Unknown,Yes,Unknown,No,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,No,No,No,Unknown,Unknown,Unknown,No,No,Yes,Yes,Yes,No,Unknown,XX,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Limited,Unknown,Unknown,73.50638889,80.50611111
62640,Russia -- 62530,Provideniya, ,RU PVS,Russia,Anadyrskiy Zaliv; Bering Sea; North Pacific Ocean,Sailing Directions Pub. 155 (Enroute) - East Coast of Russia,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub155bk.pdf&type=view, , , ,"coa27e, gen27b",2.5,0,23.2,12,10.2,7.5,0,0,0,10,0,0,0,Very Small,Coastal (Natural),Unknown,Good,No,No,Yes,Yes,No,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Yes,Unknown,Yes,Yes,Yes,Yes,Yes,Yes,No,Unknown,XIII,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,Limited,Unknown,Unknown,64.42111111,-173.2275
23470,Norway -- 20620,Sandnes, ,NO SAS,Norway,North Sea; North Atlantic Ocean,Sailing Directions Pub. 182 (Enroute) - North and West Coasts of Norway,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub182bk.pdf&type=view,"43341, 43343", , ,"a2123490, coa21f, gen21a",1,0,4.9,20.1,4.9,12.5,0,198,0,11,0,0,0,Very Small,River (Basins),Unknown,Good,No,No,No,Yes,No,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Yes,Unknown,Unknown,Unknown,Yes,No,Yes,Yes,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Yes,Yes,Yes,Yes,Unknown,I,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Yes,No,Yes,Yes,Yes,Unknown,No,Unknown,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Limited,Unknown,Small,58.87333333,5.752777778
24250,Sweden -- 23860,Trelleborg, ,SE TRG,Sweden,Baltic Sea; North Atlantic Ocean,Sailing Directions Pub. 194 (Enroute) - Baltic Sea (Southern Part),https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub194bk.pdf&type=view,44100, , ,"a2229230, coa22i, gen22e",1,0,6.4,6.4,7.9,7.9,0,0,0,0,0,0,0,Small,Coastal (Breakwater),Unknown,Good,No,No,Yes,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Unknown,Yes,Unknown,Unknown,Unknown,Yes,No,Yes,Yes,Yes,Yes,Unknown,Yes,Unknown,Yes,Yes,Unknown,Yes,Yes,Unknown,I,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,Limited,Unknown,Small,55.36,13.15055556
23138,Norway -- 20620,Mongstad, ,NO MON,Norway,North Sea; North Atlantic Ocean,Sailing Directions Pub. 182 (Enroute) - North and West Coasts of Norway,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub182bk.pdf&type=view,43304, , ,"coa21f, gen21a, h2123138",7,0,23.2,23.2,6.4,7.9,0,0,0,0,0,0,0,Medium,Open Roadstead,Unknown,Good,No,No,No,Yes,No,Unknown,No,No,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Yes,No,Yes,Yes,Unknown,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Unknown,Unknown,I,Yes,No,Unknown,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,Limited,Medium,Unknown,60.83083333,5.036666667
20500,Canada North Coast -- 20490,Coppermine,Coronation; Kogluktok,CA COP,Canada,Northwest Passages; Arctic Ocean,No NGA Sailing Directions (Enroute) Coverage,No Link Available,15953, , ,"coa28j, gen28e, h2820500",1,0,0,11,1.8,0,0,0,0,0,0,0,0,Very Small,River (Natural),Unknown,Fair,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,XVIII,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Limited,Unknown,Unknown,67.83,-115.0963889
23670,Norway -- 20620,Porsgrunn, ,NO POR,Norway,Skagerrak; North Atlantic Ocean,Sailing Directions Pub. 193 (Enroute) - Skagerrak and Kattegat,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub193bk.pdf&type=view, , , ,"a2123660, coa21e, gen21a, h2123660",1,0,7.9,17.1,11,7.9,0,0,0,0,0,0,0,Small,River (Natural),Unknown,Excellent,Unknown,Yes,No,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Yes,Unknown,Unknown,Unknown,Yes,No,Yes,Unknown,Unknown,Yes,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Yes,Yes,Unknown,I,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,No,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Yes,Yes,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Yes,Yes,Major,Small,Small,59.14722222,9.653888889
